analysis,fold_id,holdout_domain_count,evaluable_domain_count,model,defect_pair,process,severity,candidate_key,training_n,training_mean,training_sd,training_se,selection_score,direction
lodo,lodo_1475,1,1,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,19,0.016660477260538105,0.020277234515769578,0.004651916637300762,3.581422144788307,1
repeated_split,split_026,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01297151547586437,0.016875811494862683,0.004510250338396968,2.8760078715441555,1
repeated_split,split_027,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.009780001263771284,0.009448663378381192,0.00272759417249527,3.585577855529842,1
repeated_split,split_028,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018918173550796356,0.02260033061454094,0.006040192427673598,3.1320481553073236,1
repeated_split,split_029,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.013502590190806655,0.016918571250037817,0.004368356312868004,3.091000189483548,1
repeated_split,split_030,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.012901329490469729,0.015978644796873345,0.0042704724524898685,3.0210543760673834,1
repeated_split,split_031,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01913579434042671,0.0228037309699708,0.0060945534592712096,3.1398189331355835,1
repeated_split,split_032,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009341064461704063,0.012866336655045258,0.003438673113290744,2.7164735216034663,1
repeated_split,split_033,8,8,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.008094492873100417,0.010999547521820743,0.0025926182142210438,3.122130681910842,1
repeated_split,split_034,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017932658765962096,0.024179264558215025,0.006706121397511802,2.6740730897916225,1
repeated_split,split_035,8,6,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.02214831103584115,0.029580110185412643,0.007905616984059737,2.8015917139040836,1
repeated_split,split_036,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02130888318597856,0.02272949836220799,0.006304028600808898,3.3802009056945463,1
repeated_split,split_037,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01890513869753147,0.02324712942291559,0.006447593626282288,2.93212317545395,1
repeated_split,split_038,8,5,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.01145405107263697,0.014462895921566049,0.0037343036694770983,3.067252180442208,1
repeated_split,split_039,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.0175092073484097,0.0223862469479154,0.00598297616105809,2.926504615273813,1
repeated_split,split_040,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01783568923539,0.022853826441825285,0.006107942037293228,2.9200816128395997,1
repeated_split,split_041,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015621735363392522,0.01718836645736689,0.004593784165841734,3.4006245830076134,1
repeated_split,split_042,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.01177039578992102,0.016607730326224292,0.004794238787237153,2.4551125449268913,1
repeated_split,split_043,8,8,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.005495236230085566,0.008018024865812993,0.0018898665847795753,2.9077376542569553,-1
repeated_split,split_044,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01615695894490295,0.022604301663635286,0.006041253735186247,2.6744380642050363,1
repeated_split,split_045,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01328195719067798,0.016236661496189794,0.004192287971516684,3.1681881781305306,1
repeated_split,split_046,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009903427992781632,0.013161925312661074,0.003517672505020373,2.815335418134462,1
repeated_split,split_047,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017270382126757248,0.019953223193802088,0.005534028410463906,3.120761377751855,1
repeated_split,split_048,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02173221419093859,0.022866287951457072,0.006341967206807915,3.4267307733174177,1
repeated_split,split_049,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.02048299238789211,0.02230588672456374,0.0059614989879647655,3.435879537888663,1
repeated_split,split_050,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018508835850193004,0.022877383134316965,0.006114237828183904,3.027169758571631,1
repeated_split,split_051,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01508857242777478,0.01726038211529436,0.004613031160016569,3.2708585536024404,1
repeated_split,split_052,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018474858425245884,0.02084698133714138,0.005382667435829693,3.432286806773181,1
repeated_split,split_053,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01306495147517174,0.01727842615983287,0.0046178536337690545,2.8292259805792574,1
repeated_split,split_054,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013493606832239238,0.016996247316031925,0.004542438165533402,2.970564780523486,1
repeated_split,split_055,8,7,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.013263362553484493,0.01386159758398566,0.003844515449916004,3.449943881425753,1
repeated_split,split_056,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01665782733984913,0.019636870412020058,0.005248174373589822,3.1740232229469454,1
repeated_split,split_057,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015309771405704229,0.015580677285917938,0.004321302373910325,3.542860480705147,1
repeated_split,split_058,8,4,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.01730087566298192,0.021682138461148016,0.005420534615287004,3.19172865609786,1
repeated_split,split_059,8,8,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.005266426786679362,0.006981867676631066,0.001645641993164331,3.20022629986051,-1
repeated_split,split_060,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.007456495556376901,0.008778344745281597,0.0025340898508638336,2.9424748115522,1
repeated_split,split_061,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02209623073421837,0.02237435151444514,0.006205528587737486,3.5607330498616845,1
repeated_split,split_062,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.010030534748491136,0.011137500113196048,0.00308898674912418,3.247192546661164,1
repeated_split,split_063,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015470013849584229,0.01726452005240641,0.00478831633040212,3.230783595344685,1
repeated_split,split_064,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01705968470491294,0.02180837622661506,0.005630898528900392,3.029655856406344,1
repeated_split,split_065,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.0143772535459915,0.017187067655236293,0.004593437046371311,3.129955499738292,1
repeated_split,split_066,8,7,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.011882211930290333,0.014190203415265112,0.003935654309461738,3.0191198199811944,1
repeated_split,split_067,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01697412195319359,0.022585516282820038,0.0058315552285905636,2.910736722508257,1
repeated_split,split_068,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.02318886045766808,0.023043306791621334,0.0066520296895808545,3.4859827059985977,1
repeated_split,split_069,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01572941936454856,0.02033002258013758,0.005638533757232828,2.7896293685165316,1
repeated_split,split_070,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012064851451387667,0.01245163827540009,0.0034534630973450018,3.4935515774478785,1
repeated_split,split_071,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.018511514266785392,0.02330927174844246,0.006728807159288697,2.7510840820027673,1
repeated_split,split_072,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.0191082126467948,0.02212796700176837,0.005713416512218411,3.3444459380706775,1
repeated_split,split_073,8,4,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.018869557670440677,0.02133499474467026,0.005333748686167565,3.537766546702248,1
repeated_split,split_074,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01583943402705249,0.01697031280392515,0.0047067179211703995,3.3652821971353166,1
repeated_split,split_075,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.009314185114465974,0.011294925338653304,0.0031326486508501503,2.9732619749547253,1
repeated_split,split_076,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.013531205313692072,0.017429106769343512,0.004833964472492658,2.799194199851998,1
repeated_split,split_077,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014523382475215242,0.017470831723773898,0.004669276183738794,3.1104140992546823,1
repeated_split,split_078,8,6,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.027270197072941076,0.02946515382965939,0.007874893605655396,3.4629289535234915,1
repeated_split,split_079,8,5,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.023267903789844623,0.0309575833580467,0.00799321365230285,2.9109573197935386,1
